"fire","point","int.1","int.2","int.3","int.4","int.5","fa","lat","snag.ct","cc","elev.res"
"Freds","DM06",0,0,0,0,0,5,38.7809791057949,0,100,-592.143186012099
"Antelope Complex","HP05",0,0,0,0,1,2,40.1103286101505,1,100,617.51660399669
"Freds","BW02",0,0,0,0,0,5,38.7752394418905,2,59.6547212643699,-634.905012150206
"Whit","JS04",0,0,0,0,0,6,38.3818436642125,8,0.0262205816681945,435.79980271198
"Stream","RM07",0,0,0,0,0,8,40.1874269052669,6,100,-275.385041430184
"Stream","RM09",0,0,0,0,0,8,40.1913031423270,1,84.6205127330286,-233.519863780693
"Stream","HP06",0,NA,0,0,0,8,40.1695965639752,0,100,-123.964690596238
"Horton2","RM03",0,0,1,NA,NA,10,39.877202730414,8,76.7595175347191,885.340497721198
"Kibbie","RS08",0,0,0,0,0,6,38.01875693313,0,18.8500088846875,-1098.91119796785
"Whit","RS03",0,0,0,0,0,6,38.3890809944555,8,20.5899727014083,179.282279764323
"Horton2","RM06",0,NA,0,0,0,10,39.8835242143197,2,64.5604267891482,938.38228549365
"Power","BW06",0,0,0,0,0,5,38.5044262548601,12,83.7095038171834,-805.215593212519
"Crag 05","RM11",0,0,0,0,0,4,36.0914841964983,0,2.58698581426449,753.718783865938
"Freds","DM05",0,NA,0,0,0,5,38.7821008863113,0,97.0644707026145,-471.6034047979
"Power","DM01",0,NA,0,0,0,5,38.5193370935702,0,33.9378485939791,-358.040757755848
"Cone","HP10",0,NA,0,0,1,7,40.7409388245914,0,6.42883700506549,532.95523772319
"Blue","RM06",0,NA,0,0,0,8,41.1506908263838,6,3.30390982823186,1628.12075255840
"Plum","DM10",0,0,0,0,0,7,38.7590391398195,0,88.2527776636588,-1192.70031488050
"Whit","RS09",0,0,0,0,0,6,38.384479158309,1,93.7253721954305,437.067956493069
"Government","BW02",0,0,0,0,0,1,39.1884571346882,3,45.4214217183516,-436.07186726479
"Cone","RM05",0,0,0,0,0,7,40.7484368839759,1,24.5625299706651,684.563173089807
"White","RS06",0,NA,0,0,0,8,38.2530854195455,0,56.7319592670572,-966.156418338793
"Cone","HP06",0,NA,1,NA,NA,7,40.7445268095176,2,83.261167249072,541.681713474621
"Albanita","RG11",0,NA,0,0,0,6,36.1259758778701,7,4.05724557848107,930.315579209108
"Moonlight","HP05",0,0,0,0,0,2,40.2150292436288,17,96.4308077601448,-142.103277753686
"White","RS07",0,0,0,0,0,8,38.2516991418795,0,76.0745995339517,-836.823470967032
"Whit","JS02",0,0,0,0,0,6,38.385666023878,10,20.85553606864,377.639055499125
"Angora","BW07",0,NA,0,0,1,2,38.9055699338816,0,47.2737088998017,877.807746883907
"Antelope Complex","HP04",0,NA,0,0,0,2,40.1085890323341,4,99.4298687756606,616.679549499662
"Plum","DM08",0,0,0,0,0,7,38.7634394365616,1,28.0665036959394,-1280.58296885464
"Angora","DM02",0,1,0,0,0,2,38.8911785111852,44,100,620.882845351433
"Kibbie","RS07",0,NA,0,0,0,6,38.0193941562247,2,48.079152941866,-998.604577331513
"Storrie","HP06",0,NA,0,0,0,9,39.9806642719048,0,62.7660007358558,345.124386523318
"Kibbie","RS03",1,NA,1,NA,NA,6,38.0272314716276,13,36.9506741092691,-194.833397887411
"Horton2","RM05",0,0,0,1,NA,10,39.8813227894242,1,72.1169920245454,907.322998239427
"White","RS08",0,NA,0,0,0,8,38.249903045968,4,59.5881729321941,-867.687720985422
"Kibbie","RS04",1,NA,0,0,0,6,38.0250425755394,20,57.2167830397462,-295.886656498138
"Whit","RS04",0,NA,0,0,0,6,38.3877255414694,28,21.1094339829374,378.630059434295
"Whit","RS07",1,NA,1,NA,NA,6,38.3857267095582,25,50.7577214386012,407.668256389729
"Power","DM05",0,NA,0,0,0,5,38.5152384248937,0,81.4997395873438,-360.012965618667
"Freds","BW01",0,NA,0,0,0,5,38.7761616743173,2,72.4707217561171,-714.461249995457
"Cone","HP05",0,0,0,0,0,7,40.7464653267768,0,86.7762607463857,568.614494160877
"White","RS05",0,0,0,0,0,8,38.2546589983632,0,81.3998824078896,-905.399239663965
"Showers","BW02",0,0,0,0,0,7,38.7803912981086,9,64.6275227784474,1267.57397118399
"Whit","RS08",0,NA,0,1,NA,6,38.3849763966295,6,51.1703331819093,417.307218898202
"Albanita","RG01",0,NA,0,0,0,6,36.1040757423257,0,52.0209092881612,359.777616049235
"Mud","RS04",0,NA,1,NA,NA,6,38.4303048819423,18,96.2952318693794,719.118495241708
"Albanita","RG02",0,0,0,0,0,6,36.1060731900171,2,19.1814112666143,320.738753031382
"Kibbie","DM03",0,NA,0,0,0,6,38.0376477307379,4,19.3395960074932,40.1787242771076
"Freds","BW03",0,NA,0,0,0,5,38.7757026593841,0,8.00038766480006,-804.682119973457
"White","RS01",0,0,0,0,0,8,38.2603656454804,5,66.0031092309089,-982.653300627856
"Crag 05","RM04",0,NA,0,0,0,4,36.0994208857225,1,0,837.5377802592
"Albanita","RG03",0,NA,0,0,0,6,36.1081938648851,5,9.1841298348863,361.759184781121
"Kibbie","RS05",1,NA,1,NA,NA,6,38.0229974441993,8,73.1887277887261,-996.870738020164
"Boulder Complex","HP03",0,0,0,0,0,3,40.19020124877,0,99.1672754929352,-524.050075736972
"Cone","HP04",0,NA,0,0,0,7,40.7474979142983,0,54.4623649184377,552.111357261968
"Crag 05","RM05",0,0,0,0,0,4,36.0972970310266,3,2.7068018594579,926.51581843175
"Power","BW07",0,NA,0,0,0,5,38.5031115003365,2,74.7935107090747,-965.848230152407
"Albanita","RM02",0,NA,0,0,0,6,36.1026176592095,3,78.9143728453902,539.076011891061
"Angora","BW06",1,NA,0,0,0,2,38.9034904968952,19,96.9772074283927,826.807158083371
"Antelope Complex","HP01",0,0,0,0,0,2,40.104389296027,12,39.0241365935507,784.658709656197
"Albanita","RM05",0,0,0,0,0,6,36.0990605224447,1,14.8706602650179,517.364379736727
"Albanita","RM06",0,NA,0,0,0,6,36.0984081128695,3,60.5377598278523,597.050451630908
"Cone","RM02",0,NA,0,0,0,7,40.7473208970374,0,0,552.026179644219
"Treasure","RG09",0,0,0,0,0,8,39.5530818296614,0,15.5699787587974,-140.620825191670
"Piute 08","RM08",0,NA,0,0,0,1,35.4645763252333,4,71.7580854074293,172.061653085563
"Cone","RM04",0,NA,0,0,0,7,40.7467255017571,0,48.77199793876,617.739685822451
"Hiram","JS02",0,NA,0,0,0,10,38.4384092874818,0,0,383.018193799955
"Hiram","JS03",0,0,0,0,0,10,38.440443040241,2,0,503.99680014736
"Showers","BW04",0,0,0,0,0,7,38.7776959562299,17,94.403254520879,1316.2770196942
"Cone","RM08",0,NA,0,0,0,7,40.7536133968444,0,5.22052609993846,719.054020774027
"Kibbie","RS10",0,0,0,0,0,6,38.0161963160239,9,99.0084623116594,-600.143322247445
"Dexter","DM03",0,NA,0,0,0,6,37.8287821033139,1,26.0804215949017,1309.67622817631
"Horton2","RM07",0,0,0,0,0,10,39.885795076269,0,65.6642608039203,979.474984646784
"Dexter","DM05",0,NA,0,0,0,6,37.82517809606,0,0,1487.94204276031
"Kibbie","DM10",0,0,0,0,0,6,38.050957732801,4,21.2304571450296,416.583265067023
"Cone","RM01",0,0,0,0,0,7,40.7469131692141,0,0.0988625740137546,551.829988128764
"Boulder Complex","RM06",0,NA,1,NA,NA,3,40.2086601240403,2,0.0278091911314618,574.832013014339
"Kibbie","DM04",0,0,0,0,0,6,38.0396461746463,6,12.7814254587239,51.1403406214941
"Kibbie","RS02",0,0,0,0,0,6,38.0293747238191,12,50.8322749724221,-1043.80210232348
"Boulder Complex","RM05",0,0,1,NA,NA,3,40.207880669934,7,2.17847714569786,574.456953296541
"Cone","RM10",0,NA,0,0,0,7,40.7579000592904,2,5.94077908185928,787.11668795904
"Power","DM10",0,0,0,0,0,5,38.5119674406253,2,77.6267826555111,-521.586906183879
"Dexter","DM04",0,0,0,0,0,6,37.8269354797426,1,8.00418313161233,1408.78766512952
"Boulder Complex","RM09",0,0,0,0,0,3,40.2037113747459,0,0,532.450761188472
"Hiram","JS01",0,0,0,0,0,10,38.4390615078485,8,0,303.332030861945
"Stream","HP04",0,NA,0,0,0,8,40.1708466476026,0,65.1883121386134,-403.363172163366
"Cone","RM06",0,NA,0,0,0,7,40.7505420964061,4,9.38785553340847,750.57616458423
"Showers","DM05",0,NA,0,0,0,7,38.7857769373018,12,58.7293495065873,1010.16544680730
"Hiram","RS03",0,0,0,0,0,10,38.4421389381125,1,0,754.81283661693
"Power","DM09",0,NA,0,0,0,5,38.5114683137925,1,40.4082976703874,-521.827077308185
"Horton2","RM01",0,0,0,0,0,10,39.8723564198333,0,3.94374819054958,793.008537617246
"Boulder Complex","RM03",1,NA,1,NA,NA,3,40.2067054216913,1,4.14391172178671,493.891444345229
"Cone","RM07",0,0,0,0,0,7,40.7528983081434,0,50.4985648522032,784.709932566358
"Antelope Complex","RM01",0,0,0,1,NA,2,40.1006187123517,1,42.7857223790813,722.844370572267
"Piute 08","RG01",0,0,0,0,0,1,35.4523310868390,1,0.58548485046851,86.1694579974835
"Fall","BW01",0,NA,0,0,0,1,39.3879205118908,0,0,-350.093569941314
"Boulder Complex","HP10",0,NA,0,0,0,3,40.1886949459899,0,11.1345910403637,-434.774882356188
"Lookout","RM10",0,NA,0,0,0,10,39.8401388001605,3,0,-922.494018909057
"Rich","RM03",0,0,0,0,0,1,40.0480550861163,13,90.4066684568028,-1022.44832936080
"Treasure","RG01",0,0,0,0,0,8,39.5554218099008,1,0.0114872672232866,-539.494867523161
"Lookout","RM05",0,0,0,0,0,10,39.8483359301116,4,98.5469148450069,-598.549702981594
"Moonlight","HP07",0,0,0,0,1,2,40.2169980581739,19,30.0698447460147,-101.155918542012
"Albanita","RM04",0,NA,0,0,0,6,36.1001861179576,3,23.1833749438124,557.905996660685
"Peavine","BW08",0,0,0,0,0,1,39.0679964547728,5,25.2990079445653,-1044.03544491426
"Hooker","RG05",0,0,0,0,0,6,36.1077557255419,0,0,801.548359772837
"Lookout","RM09",0,0,0,0,0,10,39.8398998404493,6,5.43509377168387,-922.609002153259
"Stream","RM10",0,NA,0,0,0,8,40.1932225550566,1,55.2890399048148,-392.596275860788
"Plum","DM03",0,NA,0,0,0,7,38.7590875714562,0,0,-1422.67701042184
"Bassetts","RG07",0,NA,0,0,0,3,39.6163909295868,0,16.2868166702296,-190.157590781727
"Government","DM10",0,0,0,0,0,1,39.1917587148382,8,1.60038812025117,-634.483204495122
"Lookout","RM02",0,NA,0,0,0,10,39.8520374272236,0,99.8112984386204,-676.76860714666
"Scotch","RM06",0,NA,0,0,0,1,39.778634992314,8,1.22627858329498,-712.088578265294
"Hooker","RM03",0,0,0,0,0,6,36.1012327048787,1,0.540684072225522,958.409596028633
"Storrie","HP02",0,NA,0,0,0,9,39.9856767414763,3,32.6751114998921,437.536299434876
"Bassetts","RM06",0,NA,0,0,0,3,39.6316192642093,0,0.00559327831487354,457.170018169038
"Fall","DM01",0,NA,0,0,0,1,39.3910975113743,0,0,-178.564853214964
"Piute 08","RG04",0,NA,0,0,0,1,35.4588142456169,8,33.7156971256471,89.2890408978987
"Stream","HP02",0,NA,0,0,0,8,40.1740640624206,0,86.8528973956531,-321.815008283132
"Rich","RM02",0,NA,0,0,0,1,40.0457036488527,1,0,-1183.57979994948
"Albanita","RG09",0,NA,1,NA,NA,6,36.1215579788246,1,9.45652265210185,808.189763261936
"Piute 08","RG06",0,NA,0,0,0,1,35.4616905545162,9,5.41223319540243,130.673070560903
"Storrie","RM01",0,0,0,0,1,9,39.9888350590897,27,0.0285138116820443,589.056026771256
"Government","DM09",0,NA,0,0,0,1,39.1898167633337,3,0.727851044326419,-675.417637680303
"Scotch","RM04",0,NA,0,0,0,1,39.7815427963638,3,7.54685103114382,-470.689393685325
"Vista","RG08",0,0,0,0,0,2,36.0038509603929,7,41.8090108100887,831.55119947876
"Vista","RG09",0,NA,0,1,NA,2,36.0070685145775,4,91.104946849079,793.09943041977
"Boulder Complex","HP09",0,1,1,NA,NA,3,40.190282239929,0,16.2180693426638,-434.011104204214
"Piute 08","RG02",0,NA,0,0,0,1,35.4548991060053,1,11.8788755748399,127.405144019309
"Piute 08","RG03",0,0,0,0,0,1,35.4564971569061,25,24.6510573674643,208.174098233593
"Scotch","RM10",0,NA,0,0,0,1,39.7714606622691,0,0.103905866970309,-955.540740721395
"Blue","HP06",0,NA,0,0,0,8,41.1511817162918,0,65.3067401658164,1148.35696021819
"Albanita","RG07",0,NA,0,0,0,6,36.1168971749644,4,8.66243415573672,425.947065755586
"Rich","RM01",0,0,0,0,0,1,40.0451883120883,6,5.79492655359111,-1223.82777101007
"Government","BW01",0,NA,0,0,0,1,39.1870000885867,6,27.3546355034271,-436.772972429583
"Blue","HP07",0,0,0,0,0,8,41.1521450737498,0,80.5248077152859,1188.82051102050
"Antelope Complex","HP09",0,0,1,NA,NA,2,40.1157223959293,18,100,530.111999614859
"Plum","DM04",0,0,0,0,0,7,38.7603801375233,0,0,-1522.05505018013
"Moonlight","HP06",0,NA,0,0,0,2,40.2163067073127,22,50.2012715447679,-101.488584515295
"Piute 08","RM04",0,NA,0,0,0,1,35.458895323332,11,69.296082429241,-70.671945920055
"Scotch","RM07",0,0,0,0,0,1,39.7771057696863,0,0,-792.82441351532
"Rich","HP03",0,0,0,0,0,1,40.0403017324908,11,99.618228334388,-1626.17910786239
"Scotch","RM09",0,0,0,0,0,1,39.7730168131887,5,0,-874.791948047091
"Rich","RM09",0,0,0,0,0,1,40.058131200372,0,0,-377.599878966233
"Stream","HP01",0,0,0,0,0,8,40.1766493504509,8,97.517631524325,-320.571012785215
"Rich","HP04",0,NA,0,0,0,1,40.04127246499,0,99.9794255216497,-1745.71200831892
"Fall","DM03",0,NA,0,0,0,1,39.395643707369,0,0.621388677852499,-86.3773030140727
"Piute 08","RG07",0,0,0,0,0,1,35.4626897663759,1,6.41499580740013,131.153873875800
"Albanita","RM09",0,0,0,0,0,6,36.1048374670953,3,36.3802934804455,680.144144719515
"Fall","DM02",0,0,0,0,0,1,39.3932937353659,0,3.87192956458862,-137.508068544959
"Storrie","RM02",0,NA,0,0,0,9,39.9910215250584,23,10.0976156116219,670.108116050874
"Piute 08","RG10",0,NA,0,0,0,1,35.4696629875302,12,1.0901858599008,94.5092662422375
"Lookout","RM04",0,NA,0,0,0,10,39.8499257888939,3,99.3857115259256,-797.784690671817
"Peavine","DM06",0,0,0,0,0,1,39.0651408475793,0,2.45718424471111,-1295.40951327759
"Peavine","BW02",0,0,0,0,0,1,39.0700655143197,0,0.760606045032163,-1413.03984955657
"Rich","RM08",1,NA,1,NA,NA,1,40.0557887966592,4,1.21392309291242,-778.727002767865
"Stream","RM05",0,0,0,0,0,8,40.1844525900683,1,44.9458968505638,-156.816230014622
"Rich","HP05",0,0,0,0,0,1,40.0402012564653,20,100,-1796.22745517298
"Bassetts","RM07",0,0,0,0,0,3,39.6292107150337,5,12.503846734334,396.011066324665
"North Fork","RM04",0,0,0,0,0,8,37.2796222597242,0,2.47737987979254,-1074.56990805866
"Stream","RM08",0,NA,0,0,0,8,40.1888162648146,1,100,-314.716505854241
"Stream","HP08",0,NA,0,0,0,8,40.1710304723175,3,90.5058991786059,-123.274718917517
"Stream","RM01",0,0,0,0,0,8,40.1798296899015,0,24.7384726789419,-319.040688924964
"Moonlight","HP04",0,NA,0,1,NA,2,40.2130896134768,10,95.0428011373896,-263.036593944544
"Government","DM07",0,NA,0,0,0,1,39.1900217923715,19,10.6967167781502,-755.318981284197
"Lookout","HP02",0,NA,0,0,0,10,39.8548303960792,13,68.7561074487536,-755.424679258756
"Rich","RM07",0,0,0,0,0,1,40.0541296871201,4,25.0791727923424,-779.525337333684
"Rich","HP02",0,NA,0,0,0,1,40.0409347525549,7,99.744257102123,-1505.87450965105
"Lookout","RM06",0,NA,0,0,0,10,39.8462923838871,1,1.65391000448689,-599.533021773644
"North Fork","RM03",0,NA,0,0,0,8,37.2816848743926,0,0.385783888227714,-913.577413864066
"Bassetts","RM01",0,0,0,1,NA,3,39.6243464361168,3,24.7077909910831,173.670460170804
"Blue","HP03",0,0,0,0,0,8,41.1453429758394,0,12.8854917021464,1045.54746017365
"Stream","HP10",0,NA,0,0,0,8,40.1716332438504,9,64.9884150779627,-122.984675771679
"Storrie","HP01",0,1,1,NA,NA,9,39.987009294973,0,6.21273606884193,488.177500930106
"Rich","RM06",0,NA,0,0,0,1,40.0529976175449,24,44.3343112581814,-820.07006946348
"Rich","RM05",0,0,0,0,0,1,40.0515178492126,0,11.788996552554,-900.782108169326
"Lookout","RM03",0,0,0,0,0,10,39.8528174529625,0,100,-676.39327236923
"Pidgeon","HP04",0,NA,0,0,0,10,39.8529274393192,6,1.8446022429027,-716.340348853177
"Bassetts","RM02",1,NA,0,0,0,3,39.6256014536426,6,62.3485180029936,494.274352709508
"Treasure","RG08",0,0,0,0,0,8,39.5529786697516,2,23.499659163757,-20.6704639405637
"Crag 05","RM03",0,0,0,0,0,4,36.1016859841934,4,0,798.627706127076
"Peavine","DM03",0,NA,0,0,0,1,39.0608227475059,0,0.466661355350471,-1417.48730770045
"Peavine","DM04",0,0,0,0,0,1,39.0626571032992,0,2.74886279886864,-1416.60464769441
"Stream","RM04",0,NA,0,0,0,8,40.1816698030857,6,99.273792917719,-158.155258562868
"Treasure","RG02",0,0,0,0,0,8,39.5532799388415,1,38.0005007153374,-180.525498510368
"Peavine","DM07",0,NA,0,0,0,1,39.0670327072915,0,2.38435922440857,-1374.49918338897
"Albanita","RG08",0,0,0,0,0,6,36.1192413071356,5,10.9508022860418,867.075021261246
"Kibbie","DM01",0,NA,0,0,0,6,38.0340867942870,1,16.6172577242017,108.465263780108
"Angora","BW09",0,NA,0,0,1,2,38.909704449043,10,94.4330280188538,469.79720344989
"Albanita","RG10",0,0,0,0,0,6,36.1237048524688,2,22.4632527481573,929.222801405724
"Peavine","DM02",0,0,0,0,0,1,39.0597649099917,0,0.60163718264712,-1497.99632065753
"Hooker","RG08",0,NA,0,0,0,6,36.1138901112708,2,31.3568060866408,1044.50011916668
"Peavine","DM05",0,NA,0,0,0,1,39.0641853210293,0,3.61926716464886,-1415.86929598358
"Rich","HP01",0,0,0,0,0,1,40.0431353208596,0,18.2581252956904,-1384.81563457337
"Whit","JS03",0,NA,0,0,0,6,38.3837676740857,10,1.81960553995715,456.725602697189
"Government","DM01",0,NA,0,0,0,1,39.1844121086813,4,9.45932414233762,-718.018263210834
"Peavine","BW01",0,NA,0,0,0,1,39.0681472620979,1,2.15815200778471,-1353.96287906037
"Peavine","BW03",0,NA,0,0,0,1,39.0723940972058,0,25.6815252335976,-1091.91937609563
"Kibbie","DM11",0,NA,0,1,NA,6,38.0526020840482,8,67.7540777739566,497.37449820025
"Vista","RG02",0,0,0,0,0,2,36.0095199263506,7,39.5516637091324,1074.27900699829
"Angora","BW10",0,0,0,0,0,2,38.9118637036410,21,100,350.836199092654
"Hooker","RG06",0,NA,0,0,0,6,36.1095223036216,0,34.2246097649949,962.398406325527
"Vista","RG03",0,NA,0,0,0,2,36.0079737759024,14,74.5355042137827,953.535026376358
"Piute 08","RG09",0,0,0,0,0,1,35.467401087865,6,17.367737814565,213.420879583859
"Vista","RM09",0,0,0,0,0,2,36.0062975093391,1,46.1894279812531,1312.72843614981
"Showers","DM03",0,NA,0,0,0,7,38.7848986181419,7,99.9875455919617,1129.74281495048
"Treasure","RG03",0,0,0,0,0,8,39.5511078707665,0,52.0946218234602,-111.570659774720
"Government","BW07",0,NA,0,0,0,1,39.1939959021324,13,34.2669020141964,-233.406708998543
"Whit","RS05",0,0,0,1,NA,6,38.3864932091176,34,9.28140989991505,378.037082605561
"Piute 08","RM05",0,0,0,0,0,1,35.4611493729738,9,85.156509237575,130.412663444012
"Boulder Complex","RM01",0,0,0,0,0,3,40.2090637330451,0,0.336542840166094,495.02622262619
"Government","BW08",0,0,0,0,0,1,39.1949042473107,1,19.4883537587763,-272.969629145499
"Stream","RM06",0,NA,0,0,0,8,40.1872826437401,3,98.833962895541,-355.454457560135
"Peavine","BW06",0,0,0,0,0,1,39.0732044183456,3,0.119696042878878,-1061.52946369981
"Whit","JS10",0,0,0,0,0,6,38.3836262610622,14,2.73960312279754,496.657557217333
"Whit","JS09",0,NA,0,0,0,6,38.381417414761,7,0.662651978744448,615.594698912159
"Crag 05","RM06",0,NA,0,0,0,4,36.0949471527948,1,3.7737824384806,755.385098021977
"Peavine","DM01",0,NA,0,0,0,1,39.0604572912743,0,8.294485351995,-1697.66315886345
"Vista","RG06",0,0,1,NA,NA,2,36.0038554510535,3,89.739757126919,751.553360306295
"Stream","HP09",0,0,0,0,0,8,40.1736709179901,6,48.893327410101,-122.004182524391
"Kibbie","DM02",0,0,0,0,0,6,38.0354768562665,11,26.7375891016041,39.134137353982
"Albanita","RG06",0,0,0,0,0,6,36.1147590728873,5,1.76364089535308,844.918248336862
"Antelope Complex","HP02",0,NA,1,NA,NA,2,40.1058735666059,15,99.4873329013858,725.372914764563
"Angora","BW08",0,0,0,0,0,2,38.9072287487812,0,10.6860901848475,678.60593967434
"Horton2","RM09",0,0,0,0,0,10,39.8873366413873,5,99.581974970604,1140.21675888797
"Rich","HP08",0,NA,0,0,0,1,40.0340176295108,1,0.963959355449085,-2169.20290858553
"Showers","DM04",1,NA,1,NA,NA,7,38.7848762127398,7,98.151229190858,1189.73203386187
"Peavine","BW05",0,NA,0,0,0,1,39.0746092035528,0,3.36612128176052,-970.853505565628
"Whit","RS06",1,NA,1,NA,NA,6,38.3857122259964,19,94.9894104738533,377.661287152468
"Crag 05","RM07",0,0,0,0,0,4,36.0934715752133,0,10.7536252359348,954.675075832302
"Lookout","HP01",0,0,0,0,0,10,39.8535036885514,0,3.77235054101287,-756.063067775739
"Albanita","RM10",0,NA,0,0,0,6,36.1030710353114,0,80.4748673739034,719.294168561814
"Crag 05","RM10",0,NA,0,0,0,4,36.0890766979492,0,0.424874030373728,712.560337564709
"Mud","RS05",0,0,0,0,0,6,38.4284912611387,0,19.8125799092761,718.245812550977
"Kibbie","DM09",0,NA,0,0,0,6,38.0487559285669,7,17.2725984047318,375.523795281678
"Crag 05","RM09",0,0,0,0,0,4,36.0932290778737,2,2.94269798230934,934.558390343033
"Hooker","RG01",0,0,0,0,0,6,36.0992076343593,2,0,797.435167423556
"Crag 05","RM08",0,NA,0,0,0,4,36.0924098130803,1,4.54973434510914,944.16417441713
"Albanita","RM03",0,0,0,0,0,6,36.1013762454205,13,50.8554072717249,798.478665233176
"Peavine","BW07",0,NA,0,0,0,1,39.0711063875918,0,0,-1092.53899949684
"Hooker","RG07",0,0,0,0,0,6,36.1116008314658,2,74.6246153131012,1083.39855766270
"Crag 05","RM02",0,NA,0,0,0,4,36.1038468504135,8,0.114711894189014,799.667477254273
"Vista","RG05",0,NA,1,NA,NA,2,36.0038329898001,12,81.7348253651115,631.542552343015
"Boulder Complex","HP02",0,NA,0,0,0,3,40.1883326447633,0,52.1525606014379,-534.949215385815
"Storrie","HP03",0,0,0,1,NA,9,39.984338457879,1,21.8755866754368,406.892340715205
"Devil's Gap","HP04",0,NA,0,0,0,10,39.7021180814683,25,43.4069113522368,-153.907180870037
"Devil's Gap","HP03",0,0,0,0,0,10,39.704454817457,19,75.9816783715777,-82.7827842783654
"Scotch","HP10",0,NA,0,0,0,1,39.7974640525982,9,92.504497335347,-383.028362943444
"Scotch","HP09",0,0,0,0,0,1,39.7977814607049,1,0.276174250373275,-302.875631699921
"Devil's Gap","HP05",0,0,0,0,0,10,39.7000713650534,9,74.4423729587915,-214.892025102403
"Devil's Gap","HP01",0,0,0,0,0,10,39.7096500758638,14,57.7267150730948,-135.282916568145
"Pidgeon","RM04",0,NA,0,0,0,10,39.8493547836975,0,23.5853933307387,1.94055158928457
"Devil's Gap","RM01",0,0,0,0,0,10,39.7117983907269,9,63.0505857616171,-184.249184934967
"Devil's Gap","RM10",0,NA,0,0,0,10,39.7147325706115,1,9.56026663807112,17.1626912365627
"Lookout","HP09",0,0,0,0,0,10,39.858490615777,0,0,-843.66344539542
"Devil's Gap","RM02",0,NA,0,0,0,10,39.7112901062655,2,100,-309.493762550392
"Fall","BW05",0,NA,0,0,0,1,39.3865859991732,9,6.2965603774655,-190.735714179459
"Lookout","RM01",0,0,0,0,0,10,39.8525813980955,9,39.1137554564113,-756.506857853076
"Scotch","HP07",0,0,0,0,0,1,39.7927863913823,10,19.2776981259504,-385.279171915269
"Devil's Gap","RM03",0,0,0,0,0,10,39.7133753438188,23,59.3835942959557,-483.49038261826
"Fall","DM05",0,NA,0,0,0,1,39.3939440052262,0,0.120388747505183,-497.195170032622
"Power","BW04",0,0,0,0,0,5,38.5078104285192,2,22.0211463855185,-683.587187887177
"Scotch","HP06",0,NA,0,0,0,1,39.7910071709150,0,0.0539280388644404,-406.135301764314
"Devil's Gap","HP08",0,NA,0,0,0,10,39.6945175922996,15,71.7842128931794,-492.564403661851
"Scotch","HP01",0,0,0,0,0,1,39.7847964065444,8,0,-469.12381322806
"Lookout","HP07",0,0,0,0,0,10,39.8587533399825,1,0,-833.537027091152
"Scotch","HP05",0,0,0,0,0,1,39.7882123474627,1,0.433629947085799,-427.480122051797
"Scotch","HP04",0,NA,0,1,NA,1,39.7871195267307,0,0,-478.005968322967
"Scotch","HP03",0,0,0,1,NA,1,39.7850684532947,3,1.08335877888639,-428.992909077874
"Scotch","HP02",0,NA,0,0,0,1,39.7838385931245,13,1.60095825143223,-389.584696335952
"Scotch","RM02",0,NA,0,0,0,1,39.7830842139226,12,15.2963025291579,-389.947690447202
"Bucks","RM05",0,0,0,0,0,10,39.9216354010076,1,0.795229863506199,-723.279276350023
"Bucks","HP04",0,NA,0,0,0,10,39.9321944660726,1,6.16008161282754,-318.198438451458
"Devil's Gap","HP06",0,NA,0,0,0,10,39.6979363929012,0,89.914244342674,-300.91933645587
"Pidgeon","RM01",0,0,0,0,0,10,39.8552873661604,0,13.2997405886081,-35.2047932278663
"Devil's Gap","HP07",0,0,0,0,0,10,39.6961852189306,24,79.6190066659857,-366.761970819994
"Pidgeon","RM03",0,0,0,0,0,10,39.8509912187667,1,8.24824800982699,2.72797559576200
"Lookout","HP06",0,NA,0,0,0,10,39.8596439839182,0,0.155619953993424,-833.108464767238
"Devil's Gap","RM04",0,NA,0,0,0,10,39.7154316666178,1,10.6942846858053,-582.500915961453
"Bucks","RM09",0,0,0,0,0,10,39.9198468922436,8,0,-764.1398755654
"Devil's Gap","RM05",0,0,0,0,0,10,39.7176146416642,0,0,-581.450506452745
"Treasure","RG07",0,0,0,0,0,8,39.5508293259087,2,94.2940067139219,258.295309299128
"Pidgeon","HP02",0,NA,0,0,0,10,39.8557470590511,7,87.5687225347062,-474.983597028544
"Devil's Gap","RM09",0,0,0,0,0,10,39.7162719495668,13,96.2770963738273,-32.0965864657534
"Bucks","RM10",0,NA,0,0,0,10,39.9173977613194,4,5.34697309992848,-765.31835463922
"Bucks","RM03",0,0,0,0,0,10,39.9256991142273,1,3.6755441635942,-641.323888443192
"Scotch","RM08",0,NA,0,0,0,1,39.7751336224475,3,0,-873.773376361062
"Pidgeon","RM02",0,NA,0,0,0,10,39.8529762082372,4,11.3144789433277,3.68311789935459
"Devil's Gap","RM06",0,NA,0,0,0,10,39.7148877659736,8,29.4669927618408,-382.762631462694
"Treasure","RG05",0,0,0,0,1,8,39.547711010339,10,100,336.794830248314
"Pidgeon","HP01",0,0,0,0,0,10,39.8571420361607,0,60.4647804051245,-426.312358379812
"Treasure","RG06",0,0,0,0,1,8,39.5485772520008,13,87.3303129061552,457.211650623742
"Lookout","HP04",0,NA,0,0,0,10,39.8587679729529,10,29.4376696398091,-753.52998596108
